taxa,statistic,value,lower,upper
Mmc,sites,1.506678,1.506678,1.506678
Mmc,pi,0.2977337874240023,0.28863467549068605,0.3071021649055671
Mmc,tajima,-0.7355238732579086,-0.7721142973461379,-0.6954460467113978
Mmc,xsi,0.7766694588749776,0.7711761785922298,0.7829150109420631
Mmc,div,1.3800559448004153,1.3556153234331605,1.4030443200279215
Mmd_fra,sites,1.681405,1.681405,1.681405
Mmd_fra,pi,0.13132271324675893,0.1258950055990681,0.1367284800728109
Mmd_fra,tajima,0.40130958081751145,0.32896034845335625,0.4762401864412456
Mmd_fra,xsi,0.7716085811948266,0.7643987017212539,0.7787952447877652
Mmd_fra,div,1.546028512940071,1.5207742151118357,1.5694450185825861
Mmd_ger,sites,1.7143770000000003,1.7143770000000003,1.7143770000000003
Mmd_ger,pi,0.13524154838754834,0.1265326604711012,0.1366395203994025
Mmd_ger,tajima,0.3487776683946059,0.27139622745451836,0.4260941531478091
Mmd_ger,xsi,0.7767984433020761,0.7700108247289712,0.7853594143104864
Mmd_ger,div,1.5735161076589337,1.5227620056286215,1.573142230603442
Mmd_ira,sites,1.664609,1.664609,1.664609
Mmd_ira,pi,0.18663792317995795,0.18330454722152512,0.19551014266139732
Mmd_ira,tajima,-0.33744423944849133,-0.3860451334224864,-0.28011376167141383
Mmd_ira,xsi,0.7805913791346972,0.7784619894641536,0.790739406264887
Mmd_ira,div,1.488937971379465,1.4689970930377036,1.518705791704848
Mmm_afg,sites,1.7023389999999998,1.7023389999999998,1.7023389999999998
Mmm_afg,pi,0.1554465516402593,0.15050628164027863,0.16072931744417307
Mmm_afg,tajima,-0.3817636275128586,-0.43477060232712506,-0.32267797597046505
Mmm_afg,xsi,0.7919639195451872,0.7853274181945359,0.7979688126969801
Mmm_afg,div,1.496822954299937,1.473113211611084,1.5216861067409286
Mmm_cze,sites,1.730404,1.730404,1.730404
Mmm_cze,pi,0.1513220804698402,0.14566671368048023,0.15723435706229796
Mmm_cze,tajima,0.42247585310661845,0.34861306435124145,0.49789689924701885
Mmm_cze,xsi,0.789744426957984,0.783106662539336,0.7958046399739214
Mmm_cze,div,1.5277355867184772,1.5047149609687627,1.555447611419038
Mmm_kaz,sites,1.731376,1.731376,1.731376
Mmm_kaz,pi,0.154718462848817,0.1490161347853517,0.1604253295473981
Mmm_kaz,tajima,0.26412826796416966,0.1975287502352549,0.3297734889571432
Mmm_kaz,xsi,0.773132602382189,0.766041187032056,0.7807339673039653
Mmm_kaz,div,1.5393535187041982,1.5144692668825486,1.564530246842395
Ms,sites,1.689617,1.689617,1.689617
Ms,pi,0.23302963531577472,0.22130599663721515,0.2341206435108764
Ms,tajima,0.4017823128622046,0.2746517086536559,0.39182976485526494
Ms,xsi,0.7844286602664726,0.7763571548728123,0.7872955707636492
Ms,div,1.5367387586062404,1.5287037745661922,1.5771727740334203
