taxa,statistic,value,lower,upper
Mmc,sites,41.44285200000001,41.44285200000001,41.44285200000001
Mmc,pi,0.6400817862834851,0.6387190194158611,0.6419008436353563
Mmc,tajima,-0.6163520075229595,-0.6200453642253501,-0.6117337616184915
Mmc,xsi,0.7721624558234448,0.7713810124178045,0.7729227570637484
Mmc,div,1.9846993231884713,1.9806114784791933,1.9895461472112532
Mmd_fra,sites,42.595725999999004,42.595725999999004,42.595725999999004
Mmd_fra,pi,0.19383470538805214,0.19305266451632724,0.1947850582728692
Mmd_fra,tajima,0.41185896167521635,0.40248704025001175,0.42219584815111433
Mmd_fra,xsi,0.7807226174803359,0.779756763607082,0.7816061725301227
Mmd_fra,div,2.4295112933161986,2.4249340550673204,2.434785342871089
Mmd_ger,sites,44.569316,44.569316,44.569316
Mmd_ger,pi,0.18956814369778527,0.188794576478005,0.1905176163647089
Mmd_ger,tajima,0.5286082733637277,0.5195724042831245,0.538943386548003
Mmd_ger,xsi,0.7742364217401128,0.7733152623665359,0.7751364455325824
Mmd_ger,div,2.439229865282204,2.4346052779427243,2.444440792857711
Mmd_ira,sites,44.453424,44.453424,44.453424
Mmd_ira,pi,0.3065963302774308,0.30564636787873145,0.3077764949560809
Mmd_ira,tajima,-0.2582040416608071,-0.264156402931116,-0.2514253652116451
Mmd_ira,xsi,0.7891448100400317,0.7883765179510551,0.7899391632210622
Mmd_ira,div,2.31234808934178,2.3079539881307256,2.3172477617240608
Mmm_afg,sites,36.965135,36.965135,36.965135
Mmm_afg,pi,0.16584985070965172,0.1650159625840162,0.1667702820408548
Mmm_afg,tajima,-0.44964606790987965,-0.4591079016787357,-0.4398744474494106
Mmm_afg,xsi,0.8085309682938857,0.8074878617440548,0.8094902495475701
Mmm_afg,div,2.403069611351345,2.3980713182869824,2.4086546960412334
Mmm_cze,sites,38.634036,38.634036,38.634036
Mmm_cze,pi,0.18030916659427798,0.17940880970176723,0.18126252530439074
Mmm_cze,tajima,0.24268677327420465,0.23281878159211317,0.252350297231476
Mmm_cze,xsi,0.8042758310621356,0.8033807085305456,0.8051798832155875
Mmm_cze,div,2.4665399748009764,2.4617113047347647,2.4720754231523383
Mmm_kaz,sites,41.428391,41.428391,41.428391
Mmm_kaz,pi,0.18097760140704797,0.1801240258557392,0.18189850069523658
Mmm_kaz,tajima,0.2665492040826755,0.2576970987428197,0.2769136161214205
Mmm_kaz,xsi,0.7840663004703164,0.7830406879519389,0.785027525672528
Mmm_kaz,div,2.499805009371472,2.4949367373594877,2.5052268253379957
Ms,sites,37.98213299999999,37.98213299999999,37.98213299999999
Ms,pi,0.31041167435225403,0.30927905139233436,0.31167753357864036
Ms,tajima,0.4750351771212981,0.46734175828627267,0.4829767241774266
Ms,xsi,0.7663256453839558,0.76549784351307,0.7671919346808003
Ms,div,2.476862003811108,2.471884376600594,2.4820994812702604
