dist,pi,div1,div2,sites
-51.60169972353269,0.005256135374751921,0.02761453608636728,0.1444453302340023,1191655.0
-1335.2802681551166,0.009590398232963036,0.038881309686221006,0.1743974533879036,4398.0
5.424158125643081,0.004701959614907267,0.028083830621351176,0.14687257164604897,4716415.0
117.09301816116393,0.005549549568406159,0.02802115688917541,0.145485358182422,409512.0
20.60990655333673,0.004961056822972988,0.027682827569319585,0.1451632096823531,2621842.0
-8.625614056378152,0.004862098500587533,0.028195154742057086,0.1467939625278731,4052292.0
1.245041867123013,0.0043233716979132145,0.027978824309253383,0.14377862633388236,6333111.0
17.38264498655104,0.004973808423996041,0.027695738446639126,0.1460760338156857,2913914.0
14.637348355372337,0.0049114516063656,0.027795915484755858,0.1459248392696293,3228388.0
-965.9583717068613,0.004898166513472982,0.030590360085788464,0.14606614742070212,8859.0
644.350358364212,0.005542151904607247,0.02799610263072426,0.1574537187398506,15395.0
0.17556024006049165,0.003952190524570656,0.027214741692457904,0.13773286702282425,9468655.0
0.9097633542007921,0.0042913580208838,0.027687998449103326,0.1425849065603717,6855389.0
-264.12376998673113,0.00588703855823563,0.02781719065043686,0.14655365544022103,80346.0
0.7613964272887233,0.004221154112246409,0.027587455840310856,0.14132112783121553,7211611.0
-24.40374693552532,0.005091642778920599,0.027888929254744066,0.14532187602080668,2292917.0
1135.71781557222,0.005161149825783972,0.02804878048780488,0.1445121951219512,1640.0
-162.19768729763553,0.005334386293313,0.027107274426788366,0.14218101687173001,236431.0
-224.5297184711593,0.005556143848919376,0.02786917847844952,0.14573691061614116,110624.0
-7.877813144791343,0.0048008592020127834,0.028076069549058575,0.14681587684527728,4225449.0
-37.06361219709048,0.0051935520790463985,0.027629604548625182,0.14422667142794587,1621413.0
4.040212985135184,0.004642589313037417,0.028289675529434597,0.14661672152618271,5091186.0
757.6482222017565,0.00530749471139317,0.03377153218495014,0.15072529465095194,13236.0
-84.45440299640231,0.005326184036813599,0.027545661823562228,0.14463973852087225,659632.0
-13.422503953087217,0.004965901342909702,0.02809383210421015,0.146517550625801,3351305.0
-1569.8779528205268,0.004229323308270677,0.02431350114416476,0.15160183066361557,3496.0
310.6689626913442,0.006011539619889992,0.027771173141851728,0.14629004390761963,63087.0
429.7083916194416,0.006394980824366086,0.027813977733924116,0.14837844882153628,26857.0
-243.52666358726592,0.0060773576130045805,0.028152687760183048,0.14366640123375904,99209.0
365.385640600841,0.005249838860893004,0.027712264150943397,0.14966160787530763,39008.0
-1.0706276069052238,0.0042867082772853685,0.027788067511820506,0.1429642198922509,6568035.0
66.04511053365866,0.005286250468919214,0.027198921718859344,0.144756767946788,888822.0
