dist,pi,div1,div2,sites
-51.60169972353269,0.0027255880363317836,0.0279881222136456,0.14444585578775607,1125799.0
-1335.2802681551166,0.0012835810102324909,0.036952670210073396,0.1718552265249304,3951.0
5.424158125643081,0.0024672200950072703,0.028517368666825464,0.1468030160505241,4458546.0
117.09301816116393,0.003010804090748865,0.028109505126065058,0.14499626887985792,384603.0
20.60990655333673,0.002701862133781446,0.027937996039180436,0.14503534478533273,2468681.0
-8.625614056378152,0.002557805945426873,0.02861131822617799,0.14676356004487232,3838446.0
1.245041867123013,0.0023227341669467484,0.02823694856739158,0.14356092668004078,6001640.0
17.38264498655104,0.002610301437698736,0.02811261459844154,0.1458133756708135,2753746.0
14.637348355372337,0.0025821090193665825,0.028269788165341637,0.1459045037907461,3059556.0
-965.9583717068613,0.0029918900491620907,0.033157498116051246,0.14858075860336598,7962.0
644.350358364212,0.003291859089347735,0.028185947101255677,0.1532193427731766,14972.0
0.17556024006049165,0.0021546325015257247,0.02746387944941857,0.13743678750940955,9004154.0
0.9097633542007921,0.0022892966485492444,0.027960939228614715,0.142383381437366,6512621.0
-264.12376998673113,0.003088686619625947,0.027844083624058966,0.1469978752983763,76246.0
0.7613964272887233,0.002260215024926205,0.027848914689086485,0.14121092532548818,6850249.0
-24.40374693552532,0.002757809570202561,0.028297939625056247,0.14515220509667542,2153443.0
1135.71781557222,0.0009433962264150943,0.029559748427672956,0.14842767295597484,1590.0
-162.19768729763553,0.002884554735580605,0.02732048405554204,0.14228818064678903,221958.0
-224.5297184711593,0.0033068911546125113,0.028555887952134894,0.1465286141652745,102956.0
-7.877813144791343,0.002547694411349574,0.028396667639943585,0.1467398851132917,3996807.0
-37.06361219709048,0.002781110384692804,0.028019098242810462,0.14412317141363754,1534382.0
4.040212985135184,0.002447293423352832,0.028583187072064104,0.1464255844616888,4828118.0
757.6482222017565,0.0028803088803088803,0.03437837837837838,0.15495495495495495,13875.0
-84.45440299640231,0.002770710290159914,0.028042821320645533,0.14460875715296084,622120.0
-13.422503953087217,0.002634149435379407,0.028466105540566455,0.14638866051870938,3160074.0
-1569.8779528205268,0.0032467532467532465,0.025477707006369428,0.1618413433700058,3454.0
310.6689626913442,0.0031901729467464883,0.029221446179129005,0.1458846891262668,58416.0
429.7083916194416,0.0032191243981636994,0.027955062889560706,0.15164408614190272,26793.0
-243.52666358726592,0.003296095581454354,0.028076444501164536,0.14323240702336512,94029.0
365.385640600841,0.0037548798635809225,0.02881931972037247,0.14907021082589594,36191.0
-1.0706276069052238,0.002314596352630157,0.02815208649664669,0.14281812875450636,6239502.0
