vanilla,11363047.020922,86022.492901,35362.565423,19271.351369,12521.263501,8778.946959,6844.771753,5822.655100,4914.890081,4297.156287,4311.000000,3515.843713,3222.109919,3169.344900,2887.228247,2884.053041,3011.736499,3227.648631,3327.434577,3777.507099,188566.979078
1,11474623.026775,86140.337868,35221.309293,19543.456439,12460.808985,8690.703486,6700.446564,5643.855818,4919.329933,4286.929338,4199.000000,3455.070662,3184.670067,3134.144182,2755.553436,2749.296514,2949.191015,3240.543561,3282.690707,3739.662132,188914.973225
2,11412729.004305,86815.934327,35539.152328,19385.190118,12992.451424,8749.788729,6971.688964,5958.645517,4922.342676,4314.941851,4515.000000,3389.058149,3241.657324,3207.354483,2860.311036,2880.211271,3119.548576,3378.809882,3337.847672,3656.065673,190888.995695
3,11308881.978047,84668.717014,35005.444162,19565.373468,12702.081384,8579.951363,6813.352125,5691.528657,4772.088481,4257.896072,4372.000000,3469.103928,3130.911519,3194.471343,2785.647875,2918.048637,2963.918616,3376.626532,3191.555838,3536.282986,187472.021953
4,11322032.001455,86285.729050,35843.869688,19393.641547,12637.762019,8873.485265,7166.771668,5814.967157,5094.555107,4359.628559,4466.000000,3487.371441,3297.444893,3211.032843,2965.228332,2931.514735,3085.237981,3153.358453,3246.130312,3946.270950,189292.998545
5,11424158.997284,85979.175726,35390.855069,19213.443578,12644.651879,8799.243939,7011.366704,6078.965079,4942.982022,4533.258330,4438.000000,3463.741670,3297.017978,3126.034921,2913.633296,2933.756061,3059.348121,3216.556422,3234.144931,3833.824274,189503.002716
6,11449185.015175,86416.764114,35397.808564,19234.394542,12610.592572,8843.907651,6775.349699,5843.701554,4960.904222,4392.181562,4268.000000,3564.818438,3233.095778,2987.298446,2855.650301,2883.092349,3025.407428,3220.605458,3439.191436,3864.235886,190930.984825
7,11397389.009306,86796.885139,35529.158497,19190.148471,12307.945207,8794.610009,6951.192457,5773.857832,4924.425677,4192.321717,4510.000000,3493.678283,3182.574323,3181.142168,2934.807543,2901.389991,2941.054793,3322.851529,3468.841503,3695.114861,190004.990694
8,11341539.008713,85995.287072,35380.536275,19313.811618,12449.757203,9087.342393,6892.674412,6001.915352,4857.878859,4334.988056,4542.000000,3503.011944,3115.121141,3200.084648,2753.325588,2965.657607,3052.242797,3204.188382,3449.463725,3828.712928,189099.991287
9,11236659.006961,85589.549049,35293.435627,18946.515347,12396.158240,8696.880159,6657.118126,5888.783359,4753.776652,4164.128627,4048.000000,3453.871373,3209.223348,3257.216641,2846.881874,2715.119841,3033.841760,3170.484653,3365.564373,3837.450951,186829.993039
10,11257718.985530,84610.489026,35193.422312,18796.514643,12525.292603,8788.747654,6890.744725,5596.088010,4980.777337,4348.583178,4326.000000,3533.416822,3213.222663,3036.911990,2947.255275,2724.252346,2914.707397,3180.485357,3356.577688,3676.510974,187214.014470
11,11471368.013673,86943.854721,36009.107442,19384.838772,12881.763723,9051.903346,6907.106353,5884.395463,5019.910401,4113.456854,4119.000000,3604.543146,3290.089599,3216.604537,2918.893647,3066.096654,3160.236277,3368.161228,3527.892558,3717.145279,191724.986327
12,11356511.980150,85923.191944,35123.944040,19364.561910,12452.287175,8722.549027,6960.745886,5849.407436,5021.624705,4410.243503,4493.000000,3578.756497,3224.375295,2990.592564,2994.254114,2738.450973,3081.712825,3263.438090,3353.055960,3713.808056,188842.019850
13,11528975.014826,87590.247760,35509.557865,19820.559165,12445.275431,8852.471318,6863.312228,5836.039690,4985.247733,4351.012412,4386.000000,3676.987588,3377.752267,3121.960310,2886.687772,2935.528682,3108.724569,3375.440835,3275.442135,3888.752240,192353.985174
14,11415990.008375,85692.489273,35235.158559,19396.239889,12556.872476,8585.996424,6888.577366,5891.812685,4946.138086,4321.792771,4389.000000,3579.207229,3187.861914,3173.187315,2921.422634,2789.003576,3044.127524,3222.760111,3255.841441,3749.510727,191041.991625
15,11244477.019221,84639.149358,34823.058394,19054.896606,12422.912867,8781.624493,6845.386376,5988.716581,4993.456046,4328.207770,4021.000000,3565.792230,3301.543954,3159.283419,2866.613624,2836.375507,2881.087133,3150.103394,3344.941606,3659.850642,186886.980779
16,11288095.997299,85367.869709,35334.770780,18999.790701,12523.720902,8658.803755,6694.115191,5557.396194,4952.171613,4123.271453,4367.000000,3425.728547,3262.828387,3056.603806,2872.884809,2879.196245,3164.279098,3171.209299,3382.229220,3688.130291,187070.002701
17,11196407.028212,83724.486457,34617.580354,18771.747413,12158.626565,8529.726324,6756.737766,5523.417739,4704.248431,4078.529382,4190.000000,3346.470618,3181.751569,2875.582261,2870.262234,2833.273676,2971.373435,3127.252587,3373.419646,3803.513543,185397.971788
18,11321766.009450,86104.133770,35035.027855,19441.850262,12508.776455,8510.285905,6813.377910,5781.200177,4970.485730,4280.101169,4321.000000,3482.898831,3172.514270,3159.799823,2866.622090,3014.714095,3134.223545,3166.149738,3371.972145,3695.866230,188210.990550
