vanilla,11753052.989570,10414.131080,6798.856110,5407.125333,3869.171931,3209.260199,2642.909011,2678.641520,3125.000000,2329.358480,2085.090989,2014.739801,2140.828069,2358.874667,2378.143890,2718.868920,227855.010430
1,11669187.971869,10311.104478,6669.024542,5268.229504,3976.218490,3250.148818,2778.154373,2620.797672,3262.000000,2308.202328,2171.845627,1978.851182,2087.781510,2402.770496,2356.975458,2715.895522,225520.028131
2,11666710.993217,10353.077555,6654.363272,5300.744780,3966.499383,3029.251761,2671.680211,2548.855503,2961.000000,2226.144497,2115.319789,1912.748239,2356.500617,2291.255220,2418.636728,2647.922445,226594.006783
3,11677404.012458,10178.255479,6637.654992,5380.101005,3858.222292,3316.575613,2649.605598,2587.374327,3059.000000,2208.625673,2148.394402,2028.424387,2126.777708,2293.898995,2360.345008,2564.744521,227948.987542
4,11678263.013046,10596.031020,6760.852771,5188.034800,3838.532032,3051.570195,2822.658462,2519.391325,2933.000000,2238.608675,2211.341538,1856.429805,2245.467968,2277.965200,2269.147229,2882.968980,225189.986954
5,11694039.987377,10575.897761,6753.796509,5379.136791,3955.815847,3117.804741,2469.724373,2545.810772,3259.000000,2331.189228,1927.275627,2033.195259,2208.184153,2185.863209,2375.203491,2704.102239,225685.012623
6,11674899.023939,10882.988959,6724.717564,5389.596149,4121.465970,3036.628434,2766.424325,2775.695031,3184.000000,2332.304969,2170.575675,1938.371566,2089.534030,2320.403851,2382.282436,2783.011041,226442.976061
7,11742765.989141,10421.987940,6842.774577,5245.522048,4013.635759,3184.744653,2788.553620,2574.988725,3344.000000,2240.011275,2215.446380,1949.255347,2174.364241,2197.477952,2363.225423,2689.012060,229094.010859
8,11838209.003621,10242.931362,6558.116104,5275.905604,3848.497821,3144.845560,2498.697172,2637.647580,2889.000000,2367.352420,1985.302828,2063.154440,2125.502179,2377.094396,2276.883896,2718.068638,230667.996379
9,11703491.994303,10422.739450,6889.564710,5289.074647,3716.222970,3147.143206,2719.489903,2669.620620,3231.000000,2259.379380,2130.510097,1883.856794,2039.777030,2464.925353,2427.435290,2668.260550,228206.005697
10,11820290.988256,10406.210865,6697.157268,5471.638910,3841.617998,3442.292632,2744.715129,2948.122328,3057.000000,2429.877672,2156.284871,2098.707368,2059.382002,2565.361090,2249.842732,2784.789135,229405.011744
11,11757469.016717,10549.558804,6572.035520,5443.695806,3929.738355,3250.878298,2656.669625,2566.058057,2948.000000,2296.941943,2052.330375,2002.121702,2035.261645,2472.304194,2252.964480,2744.441196,227770.983283
12,11778378.020600,10555.018622,6708.660150,5624.021467,3926.166642,3333.839403,2555.606299,2696.767776,2976.000000,2327.232224,1940.393701,2016.160597,2172.833358,2269.978533,2374.339850,2813.981378,229946.979400
13,11746532.023832,10360.314830,6564.351263,5477.797737,3785.347617,3307.647149,2545.971674,2847.965468,3176.000000,2382.034532,1891.028326,2025.352851,2095.652383,2279.202263,2366.648737,2775.685170,228795.976168
14,11699340.007534,10326.403397,6866.845690,5278.258955,3693.329658,3225.819636,2826.135370,2873.535642,3313.000000,2188.464358,2177.864630,2095.180364,2145.670342,2309.741045,2389.154310,2781.596603,227322.992466
15,11719535.976002,10161.968022,6834.900942,5336.628420,3917.929031,3149.757079,2606.784448,2822.100132,2914.000000,2256.899868,2089.215552,1991.242921,2185.070969,2205.371580,2476.099058,2805.031978,228162.023998
16,11739719.982613,10532.402298,6769.017795,5144.940381,3932.898923,3178.455315,2661.124437,2671.894287,3101.000000,2183.105713,2055.875563,1982.544685,2085.101077,2323.059619,2458.982205,2609.597702,227272.017387
17,11936823.003824,10668.184412,6658.964332,5550.722225,4135.269337,3254.550024,2611.489768,2606.804638,3337.000000,2373.195362,2268.510232,2055.449976,2273.730663,2358.277775,2226.035668,2727.815588,233198.996176
18,11613168.982457,10356.749065,7052.289288,5171.569897,3865.331206,3113.362013,2596.899860,2698.309505,3133.000000,2254.690495,2020.100140,1979.637987,2225.668794,2158.430103,2436.710712,2597.250935,225666.017543
19,11761175.002673,10466.687436,6686.911307,5344.639451,3832.162244,3359.056500,2668.782964,2741.126278,3226.000000,2465.873722,2196.217036,2086.943500,2166.837756,2190.360549,2353.088693,2669.312564,229896.997327
20,11691118.018012,10262.616886,7000.350591,5413.404307,3686.291112,2994.733422,2696.556430,2608.510662,3021.000000,2400.489338,2173.443570,1905.266578,2094.708888,2416.595693,2593.649409,2659.383114,228523.981988
21,11812569.026310,10729.189964,6911.165696,5737.608657,4057.161521,3137.011611,2828.806097,2741.589668,3119.000000,2622.410332,2336.193903,1956.988389,2160.838479,2422.391343,2415.834304,2858.810036,230127.973690
22,11671948.026591,10555.913918,6758.972218,5488.628153,3755.176757,3224.425825,2604.203487,2725.315672,3138.000000,2502.684328,2171.796513,2017.574175,2005.823243,2389.371847,2305.027782,2837.086082,227036.973409
