dist,sites,pi,pi_lower,pi_upper,theta_W,theta_W_lower,theta_W_upper,tajima,tajima_lower,tajima_upper,xsi,xsi_lower,xsi_upper,fwh,fwh_lower,fwh_upper
,7888.0,0.006116446578631454,0.005031679043455345,0.006972057289408843,0.0074777532327154035,0.006291690050942565,0.008463663295510371,-0.6460760278859597,-0.875054153365091,-0.4231184579664399,0.6919584954604409,0.6296732026143791,0.752043010752688,0.0037254212029639443,0.00289190054961547,0.0050940075278231595
1e-20,158123.0,0.0061558845884248994,0.005837486954723023,0.006516740689549817,0.006708854575653842,0.0064624310447060655,0.006988161943749747,-0.2867020889201898,-0.3773919363428535,-0.1997299052281526,0.7511693779904307,0.7383684268548119,0.7655759537572255,0.0056667381257189745,0.005270660362242348,0.00616829501702535
0.08423255810757291,1393665.0,0.006389773198943882,0.006269496978915495,0.006502519327689802,0.006965000881849537,0.006876698328699527,0.0070366289082692,-0.28748189927717727,-0.32515414295056494,-0.2451516454444824,0.7539761793006339,0.748957995773994,0.7588677595628416,0.006155390166743581,0.005950084303563797,0.006350106841963508
0.17556024006049165,2024493.0,0.006691672070639969,0.006566148631210238,0.006782082076693001,0.0071872616683115,0.0071060248969135945,0.007261949765708981,-0.23725651268193576,-0.26511320795925564,-0.21000224786970303,0.7606211043484636,0.75610063050754,0.7667561987268641,0.006720786540690657,0.006496853560046139,0.006867550388804495
0.27458068629033927,2724158.0,0.007135203626521047,0.007006685385296559,0.007235572270775371,0.007500287329517447,0.007423448332025328,0.0075578060784328585,-0.1625501135014802,-0.19308080736536495,-0.1337367690717583,0.7525695195810073,0.7482678411610918,0.7571788158210957,0.007093405577437288,0.00695335955244641,0.007240067275571321
0.3819418780110806,3699665.0,0.007135054836873401,0.007068970996172794,0.007218366670591263,0.007531739776138754,0.007480163262564317,0.007593627402801239,-0.1772612224892957,-0.20270917690781995,-0.15123474573757786,0.7541050536184425,0.750266699144475,0.7580227730788445,0.007033994169963044,0.006891302096598653,0.007114838077010801
0.49834637755193745,4124788.0,0.007459796523766426,0.0073731523772051855,0.007547211593844054,0.007787906102549903,0.007714577070762141,0.007855113636985352,-0.1384370665605843,-0.1548149673720401,-0.11701693616389769,0.7515596320133973,0.7482512938181455,0.7556844992770564,0.007321509837200689,0.007182920300636169,0.007447489134166881
0.6245559258643523,5080480.0,0.007501179544661374,0.007424691547630622,0.007580699743523189,0.00784030079260718,0.007792352163403673,0.007904441732767734,-0.14257500889181315,-0.16725115402813634,-0.1213156414491245,0.7550889372728372,0.7518798438452404,0.7590154851158553,0.0075176568564628635,0.00739639566128549,0.007631690599135569
0.7613964272887233,5493461.0,0.007667936665138454,0.007595199589148347,0.0077567458733881975,0.007939462183437544,0.007889697535724821,0.007996445224219712,-0.10921658923882825,-0.12839371877584757,-0.08948767060350664,0.7547599534259972,0.7522124644443798,0.7572081295813972,0.007704915397578677,0.007549362506739842,0.0078013265296541295
0.9097633542007921,5930046.0,0.007706793918458572,0.007640348884941401,0.007774602108993077,0.007962558768515923,0.007916603451621033,0.008011562006918778,-0.10155859482684289,-0.11697833813543444,-0.08025863082673752,0.7519326670385604,0.7481925769026746,0.7552862593372641,0.007672816276532722,0.007560666289905864,0.007783134838634123
1.0706276069052238,6947532.0,0.007827260861284623,0.007763233221833194,0.007894410877131662,0.008067529735133028,0.008011516771405852,0.008121920150090093,-0.09294209466646203,-0.11139063366910405,-0.07382432528803178,0.751182509795741,0.7484115139011691,0.7544344629892902,0.007741303924140813,0.007647644302194167,0.007832913988915204
1.245041867123013,6905757.0,0.007898566665582982,0.007835476488164544,0.007961266780359662,0.008146925635418927,0.008105132278406962,0.008197844298351237,-0.0955314112049102,-0.11098307748395203,-0.07811758930960927,0.7506812998153037,0.7470230711199073,0.7538603315438114,0.007782523172702284,0.007650799600400392,0.007880260537479125
1.434147486649386,7318550.0,0.00797569240812311,0.007899239000714948,0.008047762693259195,0.008184560320623856,0.008135740752633937,0.008230520796449379,-0.07723764141823607,-0.09673115442140641,-0.06009947409278473,0.7503634391594499,0.7480283742154995,0.7537478818369547,0.007891546822799599,0.007789893755417765,0.007997587139519032
1.639181956260983,7810340.0,0.008060102429364568,0.007994710222118395,0.008124869570791513,0.008232197821717819,0.008184626890704939,0.008272087773224421,-0.060235794306327674,-0.07745978029968327,-0.04385783103821167,0.7501534181982753,0.747880932467491,0.7530461763095455,0.008034772951168395,0.007939540868967365,0.008126265762948283
1.861487003748194,8879306.0,0.00793454776206839,0.00787471061371718,0.007999882911051658,0.008173620258898357,0.00813023024835089,0.008223736432045525,-0.09097883879160124,-0.10737358867146189,-0.0747735455028655,0.7523368682627587,0.7500222254125045,0.755503246696543,0.00793488976342456,0.007847003701168987,0.00804497515611628
2.102517374065479,9072196.0,0.00814072593057842,0.008077730840458933,0.008210633110681235,0.008307268538834152,0.008268656533327754,0.00834878574433784,-0.05707712271608449,-0.0746025957260728,-0.041270232585160466,0.7500613492756358,0.7470528748503799,0.7519962963832708,0.008099196035618171,0.008013002705592914,0.008191359355414396
2.3638503490562037,10273942.0,0.008158095182423055,0.008090376302157887,0.008221298024387704,0.0083591097679975,0.008313523836131128,0.008399605359113922,-0.07181309889847498,-0.091861340065407,-0.05601103883703597,0.7509107734121812,0.7482527792214602,0.7532736008922751,0.008094343486677666,0.007999041877316239,0.008177620653766185
2.64719606904826,9597400.0,0.008166853522829098,0.008109172903860162,0.008218314763003654,0.008322696822174267,0.008283189234598982,0.008364585903201776,-0.05220373098970801,-0.06943373732519863,-0.038096049249766235,0.7481901376135812,0.7458962555404028,0.7502181748685891,0.008133037221390318,0.008041828232691286,0.008222459890190334
2.9544087238640793,10641087.0,0.00814428918736576,0.008087389274169571,0.008204294615419177,0.008349054802365884,0.008299448499782395,0.008390025894134843,-0.07357513132284321,-0.09000317127591322,-0.055368321632693306,0.7509497480126675,0.7490160634368637,0.7532017658494337,0.008125016950326403,0.008018118065278891,0.008215327689072977
3.287498686478054,10579682.0,0.008291630107211007,0.008224665221891187,0.008356564955222901,0.008453371762345925,0.008396853328113704,0.008495683722754643,-0.0537080946232805,-0.06928226981225079,-0.03933230507213477,0.7507503950735503,0.7484160607289939,0.7525952707356771,0.008225922025224715,0.00812484044845307,0.008291316287916146
3.64864566872296,11483957.0,0.008288582631458152,0.008237839179843564,0.008350354556999012,0.008446520510209115,0.008401129211612315,0.008488596915589017,-0.05210609148760071,-0.06826525501289413,-0.03429317841711805,0.7504799309127774,0.7476185521951426,0.7527144808737138,0.008227281141608494,0.008157850924041667,0.008301215986169994
4.040212985135184,12016043.0,0.00831872366173205,0.008256489183084541,0.008378818168838207,0.008478305320865834,0.008448554181225587,0.008517270649686751,-0.05256216699688443,-0.06784997236492213,-0.03722580023098663,0.7508994575900739,0.749248823620922,0.7534235859169717,0.008325864047603961,0.008252110162513905,0.008403274404205598
4.4647630182801255,12158394.0,0.0083425803420674,0.008266363235435566,0.008397782968707381,0.008500545840916768,0.00845265042780016,0.008547211269671926,-0.05168023658172682,-0.06994395320874933,-0.0367371720773717,0.7499734550334864,0.7474511419083133,0.7523104859002874,0.008302629576953423,0.008208061677988104,0.008370781453175675
4.925073986761522,12399867.0,0.008317827398421913,0.00825991853986206,0.008373190146039596,0.008495420718261279,0.008454261288409315,0.00853858497566074,-0.06023398162959071,-0.07488894499352464,-0.047759264235508206,0.7511544227886057,0.749286553034417,0.7532511749195183,0.008315060021800795,0.008220460687778321,0.008398164197436513
5.424158125643081,12322768.0,0.008310835119286875,0.008250245012466,0.008364313863932661,0.008487712254899558,0.008449369950171488,0.008530433298531127,-0.05999304268814858,-0.07170041073235389,-0.04710211298334592,0.7510053302159796,0.7488840547509605,0.7533607076564138,0.008259984630540337,0.008183931933161451,0.008338748773714802
5.965281398253548,12145306.0,0.008325560912006596,0.00828778313598837,0.008395539235290704,0.008499272868084386,0.008457912996723558,0.008553776023444638,-0.05851651066676821,-0.06903664779529345,-0.044036023488940146,0.7509066310490087,0.7486601219955,0.7530077634571023,0.008330784194758547,0.008239289370276482,0.008421852040912484
6.551984868367538,12285971.0,0.008375677478991681,0.00831205553551131,0.00842860742163956,0.008543855835630373,0.008501635582479282,0.008589236942014654,-0.05573730043954709,-0.06860972933775569,-0.04007606496498253,0.7506493423776311,0.7486882698042265,0.7527693231575638,0.008378743195663358,0.008284148615642556,0.008461936541234562
7.188107872619819,12803826.0,0.00834832057867958,0.008286944326312898,0.008404923532208725,0.008522698729288014,0.008486302665074547,0.008561624521462247,-0.05859754935086164,-0.07356315469778868,-0.04615726876067246,0.7509606912600826,0.7487290794999568,0.7528902572567675,0.00834623013209856,0.008244537279756266,0.008414398371108273
7.877813144791343,12984940.0,0.008263239395415156,0.008211588176348318,0.008316091600045974,0.008458593565022234,0.00842261288485619,0.008505112339792592,-0.06830561408529552,-0.08182500137283544,-0.05214875772212078,0.7522932432254837,0.7502416867810929,0.7540350766663417,0.008281537767629897,0.008208138377081522,0.00836040846386004
8.625614056378152,13229625.0,0.008345539650594782,0.008302395152091972,0.008394961448634948,0.008526787996644539,0.008489782338033899,0.008560093038276737,-0.061530000150434215,-0.07356025964659635,-0.04869262732642289,0.7515027674502801,0.7498525742833322,0.7537013778432728,0.008334128526095094,0.008258195673617926,0.00840688141371773
9.436404151703096,14403132.0,0.008311611838937501,0.008250126721885161,0.008349625229039858,0.008499494300834104,0.00846460788608897,0.008527080328433356,-0.06465731176069617,-0.08037913366274231,-0.054174345231630776,0.7529618949442706,0.7512241106447395,0.7548332391731077,0.008282545371778463,0.008194178027325506,0.008351596828388175
