distance,pi,fitted,BGS
1.0706276069052238,0.6062918662304635,0.7159581444378661,1.0
1.245041867123013,0.6347019763830541,0.7159951708281587,1.0
1.434147486649386,0.6265071858573691,0.7160353127554877,1.0
1.639181956260983,0.6456556322523528,0.7160788320714307,1.0
1.8614870037481939,0.6417036939592934,0.7161260125823993,1.0
2.1025173740654792,0.6359356929519193,0.7161771618810862,1.0
2.363850349056204,0.6440050164252743,0.7162326133290345,1.0
2.6471960690482597,0.6649414563634621,0.716292728202507,1.0
2.9544087238640797,0.6558363229567946,0.7163578980147542,1.0
3.2874986864780538,0.6628102259661744,0.7164285470287777,1.0
3.64864566872296,0.6693524541691307,0.7165051349757277,1.0
4.040212985135184,0.6717546024466098,0.7165881599951939,1.0
4.4647630182801255,0.6826228463406708,0.716678161814832,1.0
4.925073986761522,0.6818729787514796,0.7167757251880091,1.0
5.42415812564308,0.6845402598524345,0.7168814836094725,1.0
5.965281398253548,0.6847950156416142,0.7169961233304165,1.0
6.551984868367537,0.6835181340628801,0.7171203876957655,1.0
7.188107872619819,0.6902580788449124,0.7172550818279826,1.0
7.877813144791343,0.6867395175683085,0.7174010776832614,1.0
8.625614056378152,0.7009019603800538,0.7175593195075389,1.0
9.436404151703096,0.6869173077548983,0.7177308297213848,1.0
10.315489170845543,0.7001751424511103,0.7179167152644377,1.0
11.268621769944403,0.6994453199246288,0.7181181744316767,1.0
12.30203916608108,0.6984226434750184,0.718336504235382,1.0
13.422503953087215,0.7173475493329307,0.7185731083281379,1.0
14.637348355372335,0.7065910446081373,0.7188295055236079,1.0
15.954522209364598,0.7131698995492634,0.7191073389530188,1.0
17.38264498655104,0.7045314069022452,0.7194083858962502,1.0
18.931062198551587,0.7150465093229158,0.7197345683270727,1.0
20.60990655333673,0.7188468747021631,0.7200879642122875,1.0
22.430164262789887,0.7266570337897518,0.720470819604192,1.0
24.403746935525323,0.7266711454895503,0.7208855615647616,1.0
26.54356952542202,0.7323099680475943,0.7213348119580221,1.0
28.86363484596211,0.7354983751349384,0.7218214021440774,1.0
31.379125203427954,0.7330530601982619,0.7223483886038644,1.0
34.10650174859808,0.7539687262319205,0.7229190695176405,1.0
37.06361219709048,0.7501212523086646,0.7235370023120569,1.0
40.269807623266026,0.7447967479039732,0.7242060221799909,1.0
43.746069091981134,0.7544180477120278,0.724930261563532,1.0
47.515144956856915,0.7500981214387028,0.7257141705730051,1.0
51.60169972353269,0.7509219220512797,0.7265625382928429,1.0
56.03247545205226,0.7621640063035218,0.7274805148976119,1.0
60.83646675458599,0.7585004794090636,0.7284736344673801,1.0
66.04511053365866,0.775829003209263,0.7295478383496421,1.0
71.6924917025137,0.7700166743871387,0.7307094988636057,1.0
77.81556623382995,0.7817118965597577,0.7319654430800276,1.0
84.45440299640231,0.7790219963310213,0.7333229763338442,1.0
91.65244596234469,0.7833454990103879,0.734789905035162,1.0
99.45679850067671,0.7818420747266831,0.7363745582339642,1.0
107.91853161768564,0.7850354666928546,0.7380858072620032,1.0
117.09301816116393,0.7767426179478311,0.7399330826182012,1.0
127.04029517552277,0.7980874436354202,0.741926387077619,1.0
137.82545677900586,0.7907501019240071,0.7440763037843818,1.0
149.51908013395374,0.8155640254810635,0.7463939978315202,1.0
162.19768729763553,0.7966974326174031,0.7488912095310466,1.0
175.94424597595506,0.7925692949851669,0.7515802372316892,1.0
190.84871245692528,0.8060912149971646,0.7544739071462809,1.0
207.0086202768164,0.7999264308786068,0.7575855272041525,1.0
224.52971847115933,0.8130432409296775,0.7609288214468555,1.0
243.5266635872659,0.8243920448329337,0.764517840943029,1.0
264.12376998673113,0.8301584270080704,0.7683668466210339,1.0
286.4558233478374,0.8200876287180792,0.7724901588254951,1.0
310.6689626913442,0.8152572719935444,0.7769019678273784,1.0
336.92163670157004,0.8106220175505395,0.7816160990040286,1.0
365.385640600841,0.8281201754672081,0.7866457260242646,1.0
396.2472403625319,0.8293430886608164,0.792003025219732,1.0
429.7083916194416,0.8246688291546751,0.7976987645261934,1.0
465.98806124394576,0.8339680200890431,0.8037418211055801,1.0
505.32366024821897,0.8428026200227526,0.8101386232235461,1.0
547.9725973813165,0.842742147474964,0.8168925144146653,1.0
594.2139635897032,0.8341200411339087,0.8240030417135386,1.0
644.3503583642121,0.8428345391251142,0.8314651750815654,1.0
698.7098699248681,0.8522664404485987,0.8392684724199272,1.0
757.6482222017564,0.8580872283781705,0.8473962139636637,1.0
821.5511026615733,0.8500716353585729,0.8558245414775961,1.0
890.8366862129621,0.855569392063119,0.864521651324966,1.0
965.9583717068613,0.8456342637306269,0.8734471055322098,1.0
1047.407748939263,0.8517942880677346,0.8825513402166252,1.0
1135.71781557222,0.8562088245859617,0.8917754642266611,1.0
1231.46646502432,0.876515759289253,0.9010514497957504,1.0
1335.2802681551163,0.8686796041835673,0.910302817904192,1.0
1447.8385734904946,0.8657566307281831,0.9194459099023956,1.0
1569.8779528205268,0.8900399889159195,0.9283918099668372,1.0
1702.197021261386,0.8997631102943356,0.9370489374741704,1.0
1845.661663323432,0.8945745027441331,0.9453262641139074,1.0
2001.2106991843493,0.9091358784099837,0.9531370309139927,1.0
2169.8620282470006,0.8959186987738819,0.9604027533199707,1.0
2352.719290184839,0.9205609438693948,0.9670572206824208,1.0
