AIC,NeSa_1,NeSa_1_sd,NeSa_2,NeSa_2_sd,model,pa_1,pa_1_sd,pa_2,pa_2_sd
-552.700893155164,18860.901686217538,2022.0868880651678,-99.0,-99.0,s,2.0332835002689897e-05,2.509744628765963e-06,-99.0,-99.0
-773.3620178532617,44900.82789325784,2989.4654100362764,313.2815295274744,30.758547460663955,2,5.738888877449e-06,4.7390003233053654e-07,0.000854980356258972,9.380465607906077e-05
-572.2888869159577,9972.118743551142,1090.4099308254886,-99.0,-99.0,e,8.008828425526415e-05,1.0074018581789584e-05,-99.0,-99.0
