AIC,NeSa_1,NeSa_1_sd,NeSa_2,NeSa_2_sd,model,pa_1,pa_1_sd,pa_2,pa_2_sd
-748.2670668468236,189.85240074143053,14.267408435074362,-99.0,-99.0,s,0.0012588762337775172,0.00012518079547046377,-99.0,-99.0
-809.7234152084877,24.17825328995293,6.490180306314738,447.97349092129826,62.09801192229246,2,0.007778245539166895,0.0023163909517081643,0.0002984600570232754,6.920253384505191e-05
-612.0811577282775,161.51714770911448,743103.9661803757,-99.0,-99.0,e,0.01265350620650929,332.5084276455998,-99.0,-99.0
