AIC,NeSa_1,NeSa_1_sd,NeSa_2,NeSa_2_sd,model,pa_1,pa_1_sd,pa_2,pa_2_sd
-634.9335108051241,6780.9577261902505,771.7183248975273,-99.0,-99.0,s,4.165862180832702e-05,5.6073289405454105e-06,-99.0,-99.0
-804.6368869040518,19241.88791788232,1558.3166347738984,227.58962380474338,28.74263646253325,2,8.945026951701074e-06,9.616829481530356e-07,0.0009847078187125158,0.00014081291279781464
-662.2275449619585,3026.519382621828,336.8089014346992,-99.0,-99.0,e,0.0002036531783656259,2.7702126864584217e-05,-99.0,-99.0
