AIC,NeSa_1,NeSa_1_sd,NeSa_2,NeSa_2_sd,model,pa_1,pa_1_sd,pa_2,pa_2_sd
-631.8286766073613,3412.6439788509347,492.03418825989615,-99.0,-99.0,s,4.497352707583113e-05,7.446713925954086e-06,-99.0,-99.0
-822.2164365598716,11750.205487425323,1846.984483362049,34.269845932828694,4.2917183693378,2,9.023598946944489e-06,1.6028334573400554e-06,0.004696144040093109,0.0007621692489017404
-644.1619321877904,2097.1518403279347,228.4503299639309,-99.0,-99.0,e,0.00015557642169611308,2.1164005783326115e-05,-99.0,-99.0
