taxa,stat,est,lower,median,upper
Mmc,Sb_est,5.42593176588,2.2165981567040003,5.54626529676,46.70310060666499
Mmc,pa_est,0.02164798769,0.0024255013824999996,0.02117904419,0.0877842052757499
Mmc,b,0.03506987773,0.03260272435350001,0.0356039034,0.06808862770374996
Mmc,S_d,-15205.872797,-16220.450173725001,-15122.3253465,-493.6346190962549
Mmc,alpha_dfe,0.162227,0.13095245,0.1604495,0.29858649999999914
Mmc,alpha_div,0.162723,0.13064330000000002,0.16061399999999998,0.2986705999999991
