taxa,stat,est,lower,median,upper
Mmd_ger,Sb_est,0.08446790556,1.6744824750000002e-05,0.100906974895,13.738067554976391
Mmd_ger,pa_est,0.00040905271,0.0001283182525,0.0007080578849999999,0.22213745001524998
Mmd_ger,b,0.24613294081,0.21290336034375,0.24309494894,8.16210565719225
Mmd_ger,S_d,-233.45432724,-6352.0488330675,-262.788110425,-127.49238704050002
Mmd_ger,alpha_dfe,0.00201,0.000634075,0.0035465,1.0
Mmd_ger,alpha_div,0.001903,-0.00370165,0.0033994999999999997,1.0
