taxa,statistic,value,lower,upper
Mmc,sites,0.526609,0.526609,0.526609
Mmc,pi,0.6044132813609538,0.5895593232870001,0.6179343694208972
Mmc,tajima,-0.6156235914250415,-0.6510887112780466,-0.5700271187397289
Mmc,xsi,0.7746335434397519,0.7690501161523537,0.7805975189913856
Mmc,div,2.086747520836142,2.0524341358864646,2.1184882553695985
Mmd_fra,sites,0.5492479999999998,0.5492479999999998,0.5492479999999998
Mmd_fra,pi,0.20766878835547278,0.19937846725956568,0.21728647439903456
Mmd_fra,tajima,0.3973837967084091,0.3314375780484898,0.466290740649672
Mmd_fra,xsi,0.7748160219023926,0.7668086928599775,0.7817737659823352
Mmd_fra,div,2.4750205684863675,2.42751494259416,2.5182857812448547
Mmd_ger,sites,0.550183,0.550183,0.550183
Mmd_ger,pi,0.20303244556811095,0.19195509652614684,0.2113500506632532
Mmd_ger,tajima,0.5207040189535678,0.42910706469643384,0.585531077557623
Mmd_ger,xsi,0.7790279664359261,0.7709350581255404,0.7873668564792071
Mmd_ger,div,2.482446855682564,2.4338078460483596,2.5315685652357263
Mmd_ira,sites,0.550177,0.550177,0.550177
Mmd_ira,pi,0.3046534721250313,0.2934495826906676,0.3151579180412422
Mmd_ira,tajima,-0.26809456961826966,-0.329470412126276,-0.2122113807179285
Mmd_ira,xsi,0.7903955813014405,0.783033650195522,0.7964836711217469
Mmd_ira,div,2.379052389685501,2.3370993573980465,2.4251576104633057
Mmm_afg,sites,0.54628,0.54628,0.54628
Mmm_afg,pi,0.24696792187822422,0.23651438364408833,0.2573939607653447
Mmm_afg,tajima,-0.25276445188378244,-0.3346114254548251,-0.16867577798081607
Mmm_afg,xsi,0.7982186105635559,0.7905542557352133,0.8058211238999258
Mmm_afg,div,2.453869891447609,2.4047523656230294,2.5069852318210613
Mmm_cze,sites,0.551097,0.551097,0.551097
Mmm_cze,pi,0.20066340408312877,0.1914799081808793,0.20794132335743556
Mmm_cze,tajima,0.34136422636160385,0.2568083594657004,0.42540519877848365
Mmm_cze,xsi,0.7983386093725485,0.7897586365699174,0.8070454452831969
Mmm_cze,div,2.487765332055881,2.4338745826706494,2.5210670938944855
Mmm_kaz,sites,0.5381270000000001,0.5381270000000001,0.5381270000000001
Mmm_kaz,pi,0.20209758415144874,0.19556177516717763,0.20892344991819164
Mmm_kaz,tajima,0.2602134259148162,0.17767828862382878,0.3331928819456188
Mmm_kaz,xsi,0.7870860451886712,0.7766174484337061,0.7951819155121067
Mmm_kaz,div,2.5088875122415333,2.4710062767242285,2.55412818250221
Ms,sites,0.5485499999999999,0.5485499999999999,0.5485499999999999
Ms,pi,0.3344316835293046,0.32253179243045516,0.3473320606381622
Ms,tajima,0.5087157500651039,0.44071258105714095,0.5718733827206895
Ms,xsi,0.7713474163537412,0.764256127194784,0.7785927496722271
Ms,div,2.462127358672865,2.4134615725888513,2.505813505308551
