taxa,stat,est,lower,median,upper
Ms,Sb_est,0.0,0.0,0.0,0.0
Ms,pa_est,0.0,0.0,0.0,0.0
Ms,b,0.10615696303,0.102599471825,0.10683075675,0.12909933474899998
Ms,S_d,-99982.296169,-99964.703543175,-99536.56085800001,-16358.934762250004
Ms,alpha_dfe,0.0,0.0,0.0,0.0
Ms,alpha_div,-0.155609,-0.203557875,-0.14565899999999998,-0.096385625
