taxa,stat,est,lower,median,upper
Mmd_ger,Sb_est,0.19295061105,0.0009026249005,0.072177886235,0.495750764438
Mmd_ger,pa_est,0.00867979337,9.9992281e-05,0.003749578705,0.0105854841575
Mmd_ger,b,0.06479627308,0.0577635176355,0.063864878535,0.0712848116627
Mmd_ger,S_d,-202.33659782,-436.659057346,-209.124597545,-123.641491749
Mmd_ger,alpha_dfe,0.015429,0.000160925,0.006606,0.030058975
Mmd_ger,alpha_div,0.017083,0.00166165,0.008165,0.0301675
