taxa,stat,est,lower,median,upper
Mmd_fra,Sb_est,0.02614636857,0.001518038966,0.097520447685,31.8038843328
Mmd_fra,pa_est,0.00156738511,0.00014010185375,0.004319532225,0.025976501792
Mmd_fra,b,0.06094748965,0.041602348429,0.061462204635,0.0797920474067
Mmd_fra,S_d,-277.37996784,-10597.1985786,-270.5124273,-93.7528043596
Mmd_fra,alpha_dfe,0.00256,0.000225825,0.0085985,0.06408555
Mmd_fra,alpha_div,0.004506,0.002249775,0.010543,0.06400625
