taxa,stat,est,lower,median,upper
Mmm_kaz,Sb_est,0.1180706151,2.176875025e-05,0.02375909881,0.174996866703
Mmm_kaz,pa_est,0.00512650991,4.7823095e-06,0.001362918385,0.0068534212145
Mmm_kaz,b,0.09140205115,0.0863527723035,0.09105160628,0.0961784734992
Mmm_kaz,S_d,-33.300432755,-41.8277153143,-33.0523793595,-26.5711092516
Mmm_kaz,alpha_dfe,0.008827,7.975e-06,0.002239,0.012141025
Mmm_kaz,alpha_div,0.009607,0.000484575,0.0030035,0.012793175
