dist,pi,thW,div1,div2,sites
24.188385025367957,0.0036653390391666587,0.004237624010002487,0.029770152430085423,0.14837307979930753,3035490.0
1e-12,0.0031757798282028367,0.003689687036225875,0.027618106523403345,0.1315020280168025,2794109.0
0.8846719972021633,0.0033080098400801515,0.0038194102840412632,0.02871064699474902,0.13961592530177386,8088010.0
0.25917397035999135,0.0031328951370556395,0.003631797111146048,0.027510879487655945,0.13250537899158735,10596317.0
0.5855190876321443,0.0032294735199096666,0.0037331910789918823,0.028115405980883433,0.13615021622546727,8367192.0
4.316448312717824,0.0035305845956042194,0.004095694313060968,0.029868612845709457,0.14619849756302664,6079057.0
20.190247058180635,0.003737737494164569,0.004316665502118927,0.029980436414917277,0.14829008776449584,3497314.0
8.458797750063503,0.0035629850652714214,0.004138054323352674,0.02979500742050803,0.14743481947270634,5381707.0
1.5138707772458675,0.0034536004505656896,0.0039727902611933225,0.02923009830622275,0.1428121333216752,7411128.0
62.32034504128992,0.003720505374479889,0.004328950720371367,0.02968619972260749,0.14731709431345355,1153600.0
0.4129558962173301,0.003204785564558386,0.0037419784320998446,0.027902197719786002,0.13453630295880212,9627342.0
237.25183960568367,0.003918673330304407,0.004522574173527955,0.028827341931774983,0.14638058767350648,107849.0
3.472571508855305,0.003540329152726903,0.004110025194634269,0.029862159699294205,0.14655862073364606,6741207.0
2.1654006475566367,0.003503687998402846,0.004053120742702737,0.029653696180621584,0.14480582012686455,6888922.0
1.3731299215433426,0.003393666841656357,0.003947779400309557,0.029145401748183718,0.1421259411814374,6809925.0
149.26740545993374,0.0036261833016868928,0.004157280843485748,0.028268526926993037,0.1430281515726905,290712.0
251.38160446786094,0.0035809209506301354,0.0043755347938639454,0.028893220226361604,0.1441892400717624,90298.0
299.0005148218604,0.0036197983079258107,0.0042202563512660045,0.028292847185942462,0.14231349177855962,403883.0
78.73133027020562,0.0037244686994753386,0.00428701620410946,0.02915049015268483,0.14635946522945262,869831.0
118.33808115249792,0.0036509948267345643,0.004260741247638589,0.028513852989699613,0.14416458835890464,440663.0
83.45987696571548,0.0037817701160591946,0.004362906708628163,0.02946269507121486,0.14587723133112515,761709.0
4.018803146704197,0.003581178333760971,0.004121163657369417,0.029986634815091954,0.14720480801829589,6380009.0
41.30514932495867,0.003720849240482174,0.004320437016816273,0.029675255857641886,0.14800516454627877,1867347.0
105.34967861503634,0.0037491994166594313,0.004353406638918161,0.02906825311142233,0.14415596181359022,529822.0
5.319546284690743,0.003599957218492622,0.004153071206649077,0.030188217959811713,0.14787626047409788,6127258.0
0.333850548518662,0.003148520530031135,0.0036953716549235956,0.027673112450710215,0.13342758335052957,10249335.0
3.7378218584601246,0.003584232321429554,0.004143077303207238,0.029879871970362286,0.14672790871559163,6359465.0
34.59007713778597,0.0037159288100307416,0.00429566958302426,0.02985190097753315,0.14803373135569836,2236139.0
25.68220752115844,0.003699661410902227,0.0042902326819198025,0.029931395533294176,0.14829879022559264,2906079.0
