"","dist","sites","pi","pi_lower","pi_upper","theta_W","theta_W_lower","theta_W_upper","tajima","tajima_lower","tajima_upper","xsi","xsi_lower","xsi_upper","fwh","fwh_lower","fwh_upper","B","Bsmooth","map","lab"
"36",0.0593060052991097,20896003,0.00766934344685294,0.00764773752518064,0.00769156502776482,0.0080365315967164,0.00801844128284782,0.0080579959554288,-0.151553219323626,-0.159780867658185,-0.145135620007236,0.753928106005368,0.753101663621066,0.755149466013002,0.00759059670064995,0.00753781907903767,0.0076274247114559,0.766934344685294,0.807747976443195,"Cox - Pedigree-based","CNEs"
"68",0.122129212862757,23759676,0.00804371303338497,0.00802186929553237,0.00806798323263602,0.00831493792361312,0.00829775779367744,0.00833231987768739,-0.103394815579389,-0.110308442481056,-0.0981919146119411,0.751337686029342,0.750437657938361,0.752288555491626,0.00796994414453484,0.00793722757799497,0.0080090305551764,0.804371303338497,0.811172406433319,"Cox - Pedigree-based","CNEs"
"14",0.188678213907082,24105148,0.00814820733203834,0.00812708882693563,0.00817157047221474,0.00840305440385615,0.00838470242213749,0.00842305044375634,-0.0949535382968799,-0.100713788246407,-0.0886789558151402,0.751695430494529,0.750811586959848,0.752530031052837,0.00810944274438889,0.00806902799396175,0.00815710197668388,0.814820733203834,0.814632066045692,"Cox - Pedigree-based","CNEs"
"58",0.259173970359991,22952466,0.00824019725579547,0.00821271405046318,0.00826349728434068,0.0084854278475484,0.00846357483597745,0.00850543903445076,-0.0896932719422745,-0.0960232533337469,-0.0843362880031091,0.75274991855602,0.751881266124537,0.753626847806927,0.00824502441040451,0.00820005326202369,0.00828246581831664,0.824019725579547,0.818104642988187,"Cox - Pedigree-based","CNEs"
"24",0.333850548518662,23869102,0.00833757129161527,0.00831204644381872,0.00835910766429428,0.00855644576857694,0.00853721824299886,0.00857666307018508,-0.0774605516781126,-0.0847538585724028,-0.0701769360581152,0.750971732235397,0.749830869707246,0.751921764491142,0.00827848946255938,0.00823729752948941,0.00832814330312185,0.833757129161527,0.821612882109918,"Cox - Pedigree-based","CNEs"
"60",0.41295589621733,24897179,0.00841456731188013,0.00838775554060564,0.00843539976810907,0.00863030629163203,0.00861295927734255,0.00864744424981367,-0.0753153774011006,-0.0816437279913707,-0.0683304071717085,0.751771237704424,0.750907598916894,0.752524532159552,0.00838549190899196,0.00834633436532183,0.00842444433935089,0.841456731188013,0.825181527937192,"Cox - Pedigree-based","CNEs"
"12",0.496752666085803,22264537,0.00839594549770666,0.00836695292124525,0.00842590634256158,0.00861744410666194,0.00859888948364324,0.00864010214159815,-0.0779153601168546,-0.0860702077851276,-0.0730245663909406,0.75154884831722,0.750693361521079,0.752643830100539,0.00834844409515363,0.00830997410504325,0.00839036388931088,0.839594549770666,0.828782419205846,"Cox - Pedigree-based","CNEs"
"21",0.585519087632144,20385475,0.0084212719785904,0.00839216664735513,0.00844385233852508,0.00862601465540893,0.00860526577534713,0.00865042514885263,-0.0706643206938024,-0.0770256530193918,-0.0652540071294264,0.751702206908263,0.750684301858353,0.752481725807788,0.00840192679206291,0.00835687733458711,0.00844192960411604,0.84212719785904,0.832372294072123,"Cox - Pedigree-based","CNEs"
"76",0.679549891045096,19781761,0.00843134696715045,0.00840198541320667,0.00846217271308704,0.00863492407663697,0.00861536779815808,0.00865493400488157,-0.0700767487850673,-0.0763289741430723,-0.0618016941567764,0.751245171560482,0.750060138918163,0.752273871248675,0.00838916702829728,0.00835112573747667,0.00844180880157487,0.843134696715045,0.835941219405902,"Cox - Pedigree-based","CNEs"
"26",0.779157285783535,19580140,0.00845518896562892,0.00842871688655029,0.00848491983942805,0.0086616890489896,0.00864018916368501,0.00868485674068013,-0.071051674708169,-0.0772161170395273,-0.0652948864211291,0.751630634179167,0.750787471940916,0.752661834667867,0.00844290162983346,0.00840061348063111,0.00849254656312931,0.845518896562892,0.839514201933549,"Cox - Pedigree-based","CNEs"
"3",0.884671997202163,19978851,0.00844157450214096,0.00841316326579132,0.00846817146946165,0.00864914433485129,0.00863167988576618,0.00867278754664148,-0.0716347787908291,-0.0784781942751811,-0.0646301208305122,0.751650338403107,0.750508998659894,0.752923358471894,0.00840670906225298,0.0083616532964446,0.00844410959232506,0.844157450214096,0.842997232598599,"Cox - Pedigree-based","CNEs"
"71",0.996444364655318,19581236,0.00846251330631435,0.00843442911544045,0.00849583067082286,0.00867915203553187,0.00866426745611167,0.00870493282550344,-0.0751789194511761,-0.0820303169550977,-0.0680022057500335,0.75184474767082,0.751003717321902,0.752883951069868,0.00845170529165612,0.00840175601041838,0.00850086219125532,0.846251330631435,0.8463284847981,"Cox - Pedigree-based","CNEs"
"81",1.11484550472494,19678643,0.00850751573154507,0.00847741935672502,0.00853500840508339,0.00869563752467169,0.00867397872119483,0.00872178137311593,-0.0629217273453514,-0.0708385632144024,-0.0563317905278806,0.751045552094272,0.750146850363952,0.751900210893989,0.00845722837490287,0.00840411113512343,0.00850071205178666,0.850751573154507,0.849625130131964,"Cox - Pedigree-based","CNEs"
"64",1.24026854343496,19859716,0.00853774931800102,0.00851099749853896,0.00856300735130545,0.00873346254526568,0.00871312832654484,0.00875283056199007,-0.0657791266514498,-0.0716059377432309,-0.058361545670127,0.751008673022186,0.750116112006022,0.752017105144307,0.00851023682970151,0.00847015049607032,0.00855960174063863,0.853774931800102,0.852646121762215,"Cox - Pedigree-based","CNEs"
"17",1.37312992154334,18406792,0.00853324107043681,0.0085006599652967,0.0085594261524437,0.00871925471752999,0.00869711099591185,0.00874268326730431,-0.0618149912017611,-0.0704418977921022,-0.054338344339465,0.751671955090386,0.750662936181744,0.752744363537411,0.00852333328138563,0.00846439969531648,0.00856719739819461,0.853324107043681,0.855248095154482,"Cox - Pedigree-based","CNEs"
"48",1.51387077724587,18187515,0.00853730875385715,0.00850656557309314,0.00856070791801235,0.00872083210155489,0.00869686148827673,0.00874154190197076,-0.060748660701283,-0.0689099202050042,-0.0516510795356865,0.75140172063221,0.750365931505149,0.752395165610589,0.00852215792548024,0.00846868172528956,0.00859134567327912,0.853730875385715,0.857839637849157,"Cox - Pedigree-based","CNEs"
"34",1.66295841088249,18067881,0.00853889911391516,0.0085118505654517,0.00857097875066242,0.0087346961133467,0.00871075288382687,0.00875976349392964,-0.0658027751665611,-0.0713985900586359,-0.0576741757579524,0.751990526714562,0.751052201969757,0.75297609514528,0.00853815398740348,0.00848629433984971,0.00859235814172604,0.853889911391516,0.859675299702375,"Cox - Pedigree-based","CNEs"
