vanilla,36688285.979486,70987.102909,41708.414360,33337.012374,27606.424792,23930.795369,21821.908107,19358.888279,18331.000000,16057.111721,14536.091893,13512.204631,12543.575208,12300.987626,12107.585640,14942.897091,940765.020514
1,36647126.935922,71031.844303,41344.494481,33211.546130,27440.956551,23850.745486,21838.795131,19383.517110,18505.000000,16106.482890,14483.204869,13509.254514,12306.043449,12268.453870,12032.505519,15113.155697,939542.064078
2,36688519.037669,70974.958630,41896.474114,33260.625047,27686.687584,23999.861154,21855.077155,19120.561889,18347.000000,15878.438111,14413.922845,13594.138846,12612.312416,12572.374953,12026.525886,14908.041370,940416.962331
3,36673591.970582,70568.594812,41641.973659,33427.912971,27747.393089,23797.301205,21630.374760,19230.020959,18321.000000,15958.979041,14538.625240,13376.698795,12594.606911,12412.087029,12213.026341,15114.405188,940124.029418
4,36630978.016919,71002.763311,41265.150621,33703.010207,27689.423353,23629.283474,21690.827528,19231.034043,18256.000000,16031.965957,14713.172472,13549.716526,12455.576647,12104.989793,12086.849379,14895.236689,938563.983081
5,36660679.989566,71073.132200,41481.242529,33406.542554,27404.845473,23825.795708,21717.549388,19242.348298,18434.000000,15916.651702,14593.450612,13472.204292,12518.154527,12469.457446,12186.757471,15114.867800,938137.010434
6,36665207.109568,70863.859867,41951.381859,33519.313502,27573.453101,23963.573833,21875.519634,19542.743215,18307.000000,15958.256785,14727.480366,13455.426167,12525.546899,12297.686498,12152.618141,14800.140133,939054.890432
7,36617223.934639,71158.492749,41901.548644,33231.340455,27546.703353,23970.884594,21807.152950,19412.951235,18292.000000,15885.048765,14837.847050,13432.115406,12607.296647,12365.659545,12075.451356,14617.507251,939767.065361
8,36694247.098603,71095.609001,41622.648445,33277.451802,27575.734203,24124.349770,21936.010649,19115.711559,18181.000000,16039.288441,14524.989351,13369.650230,12629.265797,12224.548198,12156.351555,14804.390999,940794.901397
9,36662765.935524,70293.872091,41902.481715,33375.761244,27458.960434,24086.106703,21913.961308,19308.402516,18157.000000,15975.597484,14335.038692,13547.893297,12505.039566,12364.238756,11991.518285,14855.127909,940302.064476
10,36695021.942001,71036.319080,41620.314452,33182.298756,27436.362688,23858.370284,21943.236383,19320.599881,18425.000000,16024.400119,14417.763617,13451.629716,12471.637312,12148.701244,11770.685548,14803.680920,941468.057999
11,36625600.970388,71245.300203,41596.320362,33335.830774,27806.781272,24006.329120,21842.602777,19497.364782,18281.000000,15859.635218,14610.397223,13655.670880,12563.218728,12195.169226,11938.679638,15041.699797,939081.029612
12,36686025.206788,71165.470661,41923.684286,33131.828397,27874.312997,23951.700560,21622.835663,19289.089626,18225.000000,16115.910374,14396.164337,13506.299440,12500.687003,12213.171603,12046.315714,14944.529339,941113.793212
13,36655861.071778,71030.005158,41193.420712,32939.702757,27536.129325,24228.994769,21710.279079,19275.366912,18093.000000,16002.633088,14482.720921,13710.005231,12340.870675,12317.297243,12039.579288,15131.994842,940538.928222
14,36658738.021011,70837.536921,41592.392822,33370.128839,27404.884043,24168.381398,21857.459488,19266.567971,18446.000000,16081.432029,14630.540512,13651.618602,12526.115957,12306.871161,12163.607178,14974.463079,938137.978989
15,36650659.024025,70656.847268,41974.527540,33431.701469,27495.054007,23620.895615,21936.018566,19141.570908,18226.000000,16051.429092,14612.981434,13365.104385,12384.945993,12333.298531,11999.472460,14737.152732,942056.975975
16,36685860.047067,71378.107884,41633.784322,33494.075423,27568.592438,24233.412753,21866.522254,19390.101306,18305.000000,16024.898694,14633.477746,13451.587247,12750.407562,12354.924577,12197.215678,15064.892116,940029.952933
17,36662877.079395,70784.884422,41684.743406,33113.448505,27276.040111,24035.424415,21930.703637,19204.235505,18344.000000,16216.764495,14622.296363,13552.575585,12605.959889,12222.551495,12342.256594,14823.115578,939777.920605
18,36660662.943400,71158.533415,41562.745765,32974.284154,27664.155650,23961.651465,21849.613305,19530.350850,18371.000000,15870.649150,14695.386695,13285.348535,12438.844350,12175.715846,12164.254235,15022.466585,939694.056600
19,36662290.095179,70813.105256,41625.489197,33524.728128,27273.827598,23977.283325,21711.718236,19495.347553,18001.000000,16144.652447,14544.281764,13577.716675,12654.172402,12323.271872,12038.510803,14830.894744,941313.904821
20,36678210.111721,70875.687926,41762.336116,33380.215691,27527.079289,23928.307190,21837.560862,19310.603908,17934.000000,15996.396092,14580.439138,13450.692810,12480.920711,12240.784309,11946.663884,14803.312074,940995.888279
21,36669595.949417,71174.416663,41625.565934,33032.857423,27845.247238,24054.745633,21895.025914,19373.081167,18040.000000,16026.918833,14496.974086,13233.254367,12462.752762,12325.142577,12301.434066,15017.583337,941368.050583
22,36691499.992724,70714.067047,41700.649585,33687.797629,27575.518033,24059.019912,21912.356056,19239.179213,18215.000000,16029.820787,14550.643944,13705.980088,12541.481967,12367.202371,11943.350415,15091.932953,940058.007276
23,36640049.005477,70777.651320,41747.699273,33531.805521,27586.653343,23835.596884,21745.543510,19305.101942,18067.000000,16065.898058,14717.456490,13529.403116,12631.346657,12271.194479,12051.300727,14661.348680,939307.994523
24,36689743.026458,70984.708863,41665.376549,33327.331427,27130.035959,24037.781662,21693.602224,19195.067191,18303.000000,15988.932809,14319.397776,13474.218338,12623.964041,12300.668573,11892.623451,14653.291137,937763.973542
25,36709306.932561,71321.810391,41755.430772,33399.240379,27635.523669,24159.082787,21683.318554,19260.751684,18243.000000,16069.248316,14643.681446,13547.917213,12480.476331,12337.759621,12055.569228,15006.189609,941700.067439
26,36695580.056999,70644.979259,41995.386079,33562.432861,27969.593173,23976.205079,21644.623297,19203.665756,18447.000000,15871.334244,14879.376703,13574.794921,12525.406827,12389.567139,12088.613921,15003.020741,941086.943001
27,36631460.022299,71076.262406,41477.894809,33251.863680,27685.888521,23826.275450,21917.279427,19211.613798,18466.000000,16272.386202,14422.720573,13345.724550,12580.111479,12050.136320,11956.105191,14793.737594,940721.977701
28,36641191.071184,71056.984550,41499.898139,33119.323008,27543.293625,23941.063574,21723.253602,19507.215144,18511.000000,15792.784856,14643.746398,13323.936426,12642.706375,12244.676992,12155.101861,15221.015450,941313.928816
29,36652200.048511,70975.507510,41473.902586,33390.416912,27478.424553,23963.149262,21597.248597,19414.290982,18373.000000,16177.709018,14693.751403,13521.850738,12531.575447,12344.583088,11923.097414,14884.492490,939288.951489
30,36664447.973485,71053.676744,41613.661623,33560.959784,27579.757583,23748.276398,21855.210716,19186.438141,18321.000000,16101.561859,14558.789284,13404.723602,12782.242417,12067.040216,12163.338377,14958.323256,939990.026515
31,36698907.823391,71066.851277,41717.784999,33501.912023,27588.368922,24065.426572,21767.955688,19434.894789,18519.000000,16044.105211,14449.044312,13566.573428,12561.631078,12388.087977,12284.215001,14879.148723,939217.176609
32,36661979.955026,70915.091934,41801.818498,33691.060438,27593.306652,24011.704651,21857.316723,19289.854112,18223.000000,15880.145888,14391.683277,13510.295349,12628.693348,12207.939562,12151.181502,15066.908066,940140.044974
33,36648168.061782,70678.875346,41712.790396,32836.788936,27471.757912,23911.091618,21639.575855,19352.825241,18138.000000,15922.174759,14622.424145,13554.908382,12415.242088,12115.211064,12062.209604,15046.124654,940392.938218
34,36683406.927286,70286.188721,41713.829456,33182.367636,27531.701709,23922.668542,21516.439838,19429.791943,18569.000000,16129.208057,14674.560162,13651.331458,12708.298291,12396.632364,12109.170544,15016.811279,940876.072714
35,36658749.058398,71051.773901,41514.301568,33377.720245,27770.067626,23580.808529,21698.317530,19591.539920,18263.000000,16100.460080,14658.682470,13583.191471,12468.932374,12146.279755,11985.698432,14967.226099,938393.941602
36,36702597.095454,70813.561818,41626.979268,33326.938832,27379.152538,24035.181304,21732.000497,19404.536438,18136.000000,15991.463562,14628.999503,13413.818696,12653.847462,12232.061168,12211.020732,15059.438182,939913.904546
37,36686886.996097,71021.608761,41662.978837,32959.330686,27428.729173,24093.685209,21934.827680,19245.276638,18342.000000,15934.723362,14530.172320,13534.314791,12588.270827,12349.669314,11878.021163,14727.391239,940019.003903
38,36689141.994169,71270.563198,41808.223116,33813.877528,27586.796931,23752.817890,21746.399991,19294.289098,18502.000000,16010.710902,14668.600009,13468.182110,12452.203069,12261.122472,11960.776884,14885.436802,939513.005831
39,36687660.999200,70946.965320,41489.179745,33509.367791,27715.495567,23933.196591,21834.993488,19552.750696,18448.000000,16185.249304,14372.006512,13537.803409,12625.504433,12322.632209,12235.820255,15120.034680,942184.000800
40,36656883.994101,70701.557138,41605.779501,33484.381941,27643.641267,23810.142987,21705.352687,19432.263936,18207.000000,15866.736064,14480.647313,13552.857013,12430.358733,12375.618059,12078.220499,14970.442862,941551.005899
41,36681068.854577,70487.048721,41521.890832,33478.805537,27460.666984,24061.518592,21659.139738,19266.280392,18478.000000,16088.719608,14563.860262,13239.481408,12509.333016,12112.194463,12113.109168,14876.951279,939514.145423
42,36674112.971607,71317.548898,41961.298292,33469.490948,27627.422078,24289.845594,21738.305747,19314.709964,18385.000000,16019.290036,14488.694253,13363.154406,12623.577922,12188.509052,11985.701708,14810.451102,941099.028393
43,36685707.001398,71133.996874,41150.582315,32982.562901,27625.703791,24075.539732,21843.125900,19222.126391,18314.000000,16055.873609,14583.874100,13674.460268,12590.296209,12457.437099,12082.417685,15002.003126,942418.998602
