vanilla,39517280.996846,420438.421087,180785.504370,100645.039490,65635.684793,47013.590629,37118.459741,30380.429372,26133.858800,22594.969494,20817.000000,18617.030506,17775.141200,16733.570628,15790.540259,15716.409371,15302.315207,16098.960510,16660.495630,18797.578913,822516.003154
1,39475308.018091,420538.556495,180719.406210,101062.929697,65387.734783,47161.029136,36895.229412,30569.161203,26049.254917,22622.139067,20700.000000,18317.860933,17759.745083,16816.838797,15852.770588,15658.970864,15254.265217,16106.070303,16661.593790,19154.443505,822442.981909
2,39470732.021791,420315.160000,180519.349882,100226.977479,65556.673910,47051.170747,36810.859187,30350.484082,26275.025359,22430.570267,20774.000000,18751.429733,17876.974641,16742.515918,15800.140813,15620.829253,15272.326090,16109.022521,16629.650118,18778.840000,822252.978209
3,39469905.931238,419625.456606,180228.147153,100493.918493,65623.646655,46877.764192,37098.355708,30270.366406,26021.167248,22685.017808,20759.000000,18595.982192,17712.832752,16731.633594,15874.644292,15703.235808,15092.353345,16260.081507,16714.852847,19078.543394,820804.068762
4,39498550.993857,420160.743383,180805.278129,100902.558990,65802.969121,47145.937109,36918.675249,30542.770579,26258.312328,22617.660295,20835.000000,18665.339705,17480.687672,16847.229421,15901.324751,15826.062891,15299.030879,15855.441010,16596.721871,18889.256617,822265.006143
5,39495814.002223,420668.732815,179782.366262,100351.424528,65815.903251,46806.066908,37530.241375,29958.310805,25885.341872,22408.032058,20798.000000,18637.967942,17682.658128,16713.689195,15495.758625,15766.933092,15449.096749,16220.575472,16424.633738,18863.267185,823243.997777
6,39491148.998949,419214.710198,181006.668945,100747.925657,65254.682140,46957.624392,37006.901635,30419.019815,26080.399773,22540.657702,20826.000000,18734.342298,17862.600227,17019.980185,15646.098365,15930.375608,15371.317860,15968.074343,16708.331055,18852.289802,820924.001051
7,39505138.013844,420256.473622,180880.220050,100588.772669,65607.936953,47063.850943,37172.760385,30172.958992,25996.226744,22496.973133,20848.000000,18787.026867,17668.773256,16762.041008,15862.239615,15667.149057,15380.063047,16045.227331,16701.779950,18732.526378,822070.986156
8,39537005.058259,421050.062097,180387.524624,100855.123721,65642.410999,47133.105029,37149.094480,30356.922140,25966.273554,22720.830186,20709.000000,18691.169814,17875.726446,16819.077860,15658.905520,15742.894971,15409.589001,16035.876279,16654.475376,18831.937903,822055.941741
9,39486541.934631,419162.250960,180142.470581,100210.618470,65351.892398,46908.290954,36901.183578,30593.641260,26224.670511,22441.637572,20741.000000,18967.362428,17943.329489,16770.358740,15700.816422,15616.709046,15244.107602,16039.381530,16379.529419,18670.749040,823391.065369
10,39514033.064813,419299.737799,181359.571003,100756.555819,65304.149415,47336.691122,37107.187903,30542.070761,26373.533878,22568.350207,20849.000000,18557.649793,17924.466122,16734.929239,15688.812097,15830.308878,15367.850585,16035.444181,16459.428997,18794.262201,823327.935187
11,39441600.982487,418565.453885,180465.699403,101173.161330,65300.357588,46898.607777,37115.075849,30431.497068,26166.050070,22158.151697,20736.000000,18521.848303,17780.949930,16536.502932,15844.924151,15561.392223,15412.642412,16018.838670,16693.300597,18640.546115,820995.017513
12,39507761.043147,421147.620659,181083.627783,100377.872230,65751.981136,47261.208569,37394.761499,30595.029924,26241.285192,22633.067862,20714.000000,18769.932138,17868.714808,16951.970076,15787.238501,15572.791431,15441.018864,16223.127770,16838.372217,18737.379341,821011.956853
13,39495665.935569,420400.551209,180918.011017,100404.321056,66088.071646,47193.934786,36863.195163,30357.947618,26158.077396,22696.411269,20626.000000,18530.588731,17733.922604,16670.052382,15904.804837,15913.065214,15083.928354,15903.678944,16559.988983,18629.448791,821249.064431
14,39475412.968339,419030.666934,180573.647394,100633.236395,65783.965040,46805.665750,37042.701273,30270.357780,25951.806289,22258.277499,20896.000000,18442.722501,17722.193711,16635.642220,15733.298727,15600.334250,15257.034960,16117.763605,16637.352606,18735.333066,822500.031661
15,39495837.061473,421241.810187,180841.514661,100321.461494,65591.708604,46988.384161,37137.976171,30347.769649,26203.686294,22501.221500,20928.000000,18490.778500,17896.313706,16757.230351,15760.023829,15822.615839,15489.291396,16132.538506,16585.485339,18831.189813,821662.938527
16,39531648.895607,421045.309845,180854.945170,101298.270749,65701.557242,47036.002137,37003.155451,30470.289275,26250.678116,22942.112794,20488.000000,18447.887206,17906.321884,16567.710725,15819.844549,15692.997863,15523.442758,16324.729251,16803.054830,19102.690155,824705.104393
17,39460401.044121,419440.945259,180573.642563,100807.646786,65558.343306,47147.098233,37138.158065,30711.586987,25964.525967,22881.840956,21042.000000,18470.159044,17729.474033,16523.413013,15704.841935,15740.901767,15359.656694,16098.353214,16478.357437,18823.054741,820374.955879
18,39511930.966630,420456.392119,180551.870680,100695.028992,65466.394671,46894.342805,37625.954448,29920.948864,26245.957420,22654.291316,20754.000000,18830.708684,17789.042580,16769.051136,16002.045552,15513.657195,15552.605329,16145.971008,16709.129320,18941.607881,821895.033370
19,39508743.907691,420761.369505,181704.602492,100977.412597,65328.349501,46839.200321,37282.721370,30386.634976,26252.942786,22605.903473,20862.000000,18869.096527,17740.057214,16971.365024,15572.278630,15795.799679,15096.650499,16248.587403,16770.397508,18683.630495,821935.092309
20,39485058.025261,419980.700736,180146.851137,100289.588729,65597.963721,46485.675119,37188.562851,30366.350867,25792.086842,22476.011903,20972.000000,18632.988097,17897.913158,16641.649133,15712.437149,15846.324881,14987.036279,16180.411271,16805.148863,18668.299264,822701.974739
21,39478894.088622,420333.626046,180422.317334,100248.153162,65896.231511,46861.778338,36914.352190,30623.759849,25724.143025,22344.361250,20757.000000,18685.638750,17757.856975,16823.240151,15675.647810,15788.221662,15301.768489,16141.846838,16640.682666,18453.373954,821817.911378
22,39528435.938048,419985.440928,180028.817167,100666.773395,65336.171102,47255.125908,37040.524431,30256.517103,26111.679911,22822.100515,20880.000000,18475.899485,17494.320089,16611.482897,15943.475569,15814.874092,15406.828898,16043.226605,16771.182833,18849.559072,823776.061952
23,39516664.065469,421400.704480,180961.631111,100517.882199,66052.047509,47085.343968,37579.080159,30025.143581,26249.923896,22374.392142,20971.000000,18372.607858,17685.076104,16976.856419,15639.919841,16010.656032,15207.952491,15917.117801,16670.368889,18884.295520,824371.934531
24,39477234.956449,421441.384621,180718.961576,100500.106735,65813.464571,47296.934458,37102.547444,30451.717926,26065.169223,22707.528381,20728.000000,18436.471619,17662.830777,16922.282074,15856.452556,15803.065542,15565.535429,16090.893265,16601.038424,18983.615379,822206.043551
25,39461535.983191,419615.279274,181112.243137,100323.944292,65593.995323,46934.095261,37221.479808,30229.281493,26061.608244,22463.843175,20941.000000,18631.156825,17744.391756,16695.718507,15563.520192,15615.904739,15223.004677,16200.055708,16820.756863,18778.720726,819207.016809
26,39458561.996910,419728.492339,179773.004270,100413.467773,65923.350645,47018.920105,36963.186753,30294.933176,26495.938230,22739.964543,20854.000000,18399.035457,17513.061770,16335.066824,15891.813247,15514.079895,15253.649355,16161.532227,16600.995730,19115.507661,823737.003090
27,39488653.972678,419839.058459,180604.954521,100910.861873,65958.133393,46757.437306,37235.832048,30442.200046,26129.535792,22446.981438,20735.000000,18604.018562,18120.464208,16598.799954,15812.167952,15774.562694,15299.866607,15931.138127,16784.045479,18818.941541,822689.027322
28,39510683.063240,419733.354103,180224.633372,100946.552306,65383.443708,47140.128385,36848.703691,30657.653300,26117.258844,22617.882283,20663.000000,18784.117717,17594.741156,16781.346700,15712.296309,15717.871615,15197.556292,16050.447694,16584.366628,18754.645897,821936.936760
29,39456705.110794,419948.093981,180476.373770,100416.755089,65827.029252,47228.538948,37617.183386,30120.792523,26049.906242,22571.195186,20767.000000,18543.804814,17583.093758,16870.207477,15588.816614,15712.461052,15465.970748,16019.244911,16519.626230,18731.906019,820774.889206
30,39482511.924162,418980.431973,180109.737840,100816.562112,65203.081980,47106.484663,37054.240480,30503.756629,26124.085333,22680.183350,20771.000000,18564.816650,17777.914667,16842.243371,15974.759520,15662.515337,15213.918020,16227.437888,16778.262160,18977.568027,820960.075838
31,39477648.033730,418601.078624,181028.366918,101046.964590,66066.535343,46659.853789,37078.123134,30358.004556,26283.778046,22697.243665,20586.000000,18595.756335,17963.221954,16709.995444,15817.876866,15622.146211,15177.464657,16100.035410,16866.633082,18825.921376,821539.966270
32,39464560.076299,419402.042609,180931.439540,100638.666008,65121.992603,47331.883136,37188.895453,30487.263155,26157.835714,22167.788595,20871.000000,18631.211405,17503.164286,16787.736845,15819.104547,15698.116864,15304.007397,16125.333992,16598.560460,18834.957391,822014.923701
33,39485546.941251,419976.247961,180938.856812,100637.480074,65601.101128,46851.643176,37414.105432,30513.014113,26328.182322,22731.298981,20734.000000,18880.701019,17976.817678,17019.985887,15808.894568,15439.356824,15579.898872,15988.519926,16681.143188,18649.752039,822289.058749
34,39463358.023744,419935.433438,180769.645648,100548.250164,65913.580730,47299.035458,37025.673777,30311.480854,26238.871114,22742.390259,20889.000000,18782.609741,17676.128886,16647.519146,15904.326223,15906.964542,15491.419270,16098.749836,16514.354352,18703.566562,820169.976256
35,39498091.946663,421740.404224,180985.988442,100329.409635,65362.398754,47023.606900,36774.956369,30716.090756,26264.918370,22708.263271,20666.000000,18622.736729,17809.081630,16810.909244,15975.043631,15644.393100,15417.601246,15902.590365,16982.011558,18321.595776,821738.053337
36,39494529.978063,420302.707298,180833.185382,100739.639718,65184.483107,46916.017349,37433.378480,30392.002000,26194.147105,22508.200665,20721.000000,18416.799335,17794.852895,16650.998000,15791.621520,15928.982651,15480.516893,15932.360282,16428.814618,18833.292702,821625.021937
