1	1		1	0.000
1	1000000		1	0.498
1	2000000		1	0.996
1	3000000		1	1.495
1	4000000		1	1.654
1	5000000		1	1.833
1	6000000		1	1.896
1	7000000		1	1.975
1	8000000		1	2.053
1	9000000		1	2.139
1	10000000		1	2.271
1	11000000		1	2.537
1	12000000		1	2.647
1	13000000		1	3.847
1	14000000		1	4.297
1	15000000		1	4.486
1	16000000		1	4.930
1	17000000		1	5.184
1	18000000		1	5.527
1	19000000		1	5.932
1	20000000		1	6.309
1	21000000		1	6.489
1	22000000		1	8.059
1	23000000		1	9.181
1	24000000		1	9.860
1	25000000		1	10.320
1	26000000		1	10.780
1	27000000		1	10.911
1	28000000		1	11.015
1	29000000		1	11.223
1	30000000		1	11.375
1	31000000		1	11.488
1	32000000		1	11.870
1	33000000		1	12.588
1	34000000		1	12.910
1	35000000		1	13.682
1	36000000		1	15.077
1	37000000		1	15.415
1	38000000		1	16.411
1	39000000		1	17.377
1	40000000		1	18.606
1	41000000		1	20.089
1	42000000		1	20.394
1	43000000		1	22.019
1	44000000		1	23.516
1	45000000		1	23.659
1	46000000		1	23.883
1	47000000		1	24.516
1	48000000		1	25.754
1	49000000		1	25.840
1	50000000		1	25.897
1	51000000		1	25.969
1	52000000		1	26.670
1	53000000		1	26.942
1	54000000		1	27.099
1	55000000		1	28.021
1	56000000		1	28.504
1	57000000		1	28.765
1	58000000		1	28.884
1	59000000		1	29.212
1	60000000		1	30.452
1	61000000		1	30.589
1	62000000		1	31.116
1	63000000		1	31.877
1	64000000		1	32.512
1	65000000		1	32.821
1	66000000		1	33.419
1	67000000		1	33.661
1	68000000		1	33.807
1	69000000		1	34.677
1	70000000		1	35.131
1	71000000		1	35.647
1	72000000		1	36.335
1	73000000		1	36.940
1	74000000		1	38.227
1	75000000		1	38.607
1	76000000		1	39.172
1	77000000		1	39.394
1	78000000		1	39.880
1	79000000		1	40.840
1	80000000		1	41.061
1	81000000		1	41.738
1	82000000		1	42.010
1	83000000		1	42.638
1	84000000		1	43.157
1	85000000		1	43.502
1	86000000		1	43.862
1	87000000		1	44.044
1	88000000		1	44.512
1	89000000		1	44.996
1	90000000		1	45.251
1	91000000		1	45.866
1	92000000		1	46.262
1	93000000		1	46.780
1	94000000		1	47.395
1	95000000		1	47.541
1	96000000		1	47.639
1	97000000		1	47.737
1	98000000		1	48.006
1	99000000		1	48.341
1	100000000		1	48.675
1	101000000		1	48.947
1	102000000		1	49.174
1	103000000		1	49.289
1	104000000		1	49.337
1	105000000		1	49.439
1	106000000		1	49.707
1	107000000		1	50.075
1	108000000		1	50.404
1	109000000		1	50.560
1	110000000		1	50.734
1	111000000		1	50.795
1	112000000		1	50.827
1	113000000		1	50.861
1	114000000		1	50.929
1	115000000		1	51.236
1	116000000		1	51.812
1	117000000		1	52.093
1	118000000		1	52.153
1	119000000		1	52.223
1	120000000		1	52.567
1	121000000		1	52.792
1	122000000		1	53.002
1	123000000		1	53.643
1	124000000		1	53.999
1	125000000		1	54.534
1	126000000		1	54.904
1	127000000		1	55.639
1	128000000		1	55.792
1	129000000		1	56.485
1	130000000		1	56.752
1	131000000		1	56.927
1	132000000		1	57.214
1	133000000		1	57.735
1	134000000		1	58.072
1	135000000		1	58.319
1	136000000		1	59.445
1	137000000		1	59.985
1	138000000		1	60.662
1	139000000		1	60.854
1	140000000		1	61.591
1	141000000		1	62.172
1	142000000		1	62.346
1	143000000		1	62.457
1	144000000		1	62.549
1	145000000		1	63.074
1	146000000		1	63.240
1	147000000		1	63.283
1	148000000		1	63.327
1	149000000		1	63.407
1	150000000		1	63.670
1	151000000		1	63.892
1	152000000		1	64.498
1	153000000		1	65.164
1	154000000		1	65.676
1	155000000		1	66.424
1	156000000		1	67.662
1	157000000		1	67.910
1	158000000		1	68.146
1	159000000		1	68.827
1	160000000		1	69.172
1	161000000		1	69.772
1	162000000		1	69.987
1	163000000		1	70.434
1	164000000		1	71.398
1	165000000		1	72.362
1	166000000		1	73.326
1	167000000		1	74.290
1	168000000		1	75.486
1	169000000		1	76.730
1	170000000		1	76.851
1	171000000		1	78.364
1	172000000		1	79.606
1	173000000		1	80.258
1	174000000		1	80.848
1	175000000		1	81.129
1	176000000		1	81.970
1	177000000		1	82.645
1	178000000		1	82.883
1	179000000		1	83.433
1	180000000		1	84.040
1	181000000		1	84.493
1	182000000		1	84.888
1	183000000		1	86.122
1	184000000		1	88.173
1	185000000		1	89.336
1	186000000		1	89.703
1	187000000		1	90.149
1	188000000		1	92.147
1	189000000		1	93.798
1	190000000		1	95.611
1	191000000		1	96.241
1	192000000		1	97.095
1	193000000		1	97.606
1	194000000		1	98.052
1	195000000		1	98.404
2	1		2	0.000
2	1000000		2	0.557
2	2000000		2	1.114
2	3000000		2	1.670
2	4000000		2	2.301
2	5000000		2	3.127
2	6000000		2	3.627
2	7000000		2	3.845
2	8000000		2	4.865
2	9000000		2	5.999
2	10000000		2	6.809
2	11000000		2	8.443
2	12000000		2	9.085
2	13000000		2	9.682
2	14000000		2	10.314
2	15000000		2	10.946
2	16000000		2	11.577
2	17000000		2	12.209
2	18000000		2	12.814
2	19000000		2	13.120
2	20000000		2	14.440
2	21000000		2	14.745
2	22000000		2	15.108
